DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
8/22/2017 2:20,23.57,53.98,4.922,0.091,0.1,29305.03885,19189.86272,20265.32915
11/17/2017 20:10,15.77,82.8,0.073,0.037,0.13,37323.07692,31169.00826,21866.0241
8/18/2017 2:40,21.85,71.2,0.072,0.073,0.163,30308.72364,20448.15206,21270.47022
4/24/2017 22:40,17.09,74.4,0.082,0.022,0.145,35502.43272,20393.89002,23621.81818
8/15/2017 12:00,28.36,42.11,4.903,801.0,33.68,42135.58269,28168.95459,26621.19122
10/11/2017 22:50,19.56,75.8,0.072,0.08,0.1,35347.74617,21151.86722,15424.19453
3/30/2017 10:40,21.0,56.36,4.915,640.1,38.43,34216.85106,20268.29268,16844.51613
11/4/2017 4:40,14.11,88.0,0.081,0.051,0.133,22313.84615,18092.97521,10727.71084
8/24/2017 9:50,23.42,60.52,4.912,554.0,36.58,36548.1909,23694.61457,21222.31975
8/4/2017 19:30,26.36,77.9,4.902,59.86,45.76,46987.79134,33437.80359,37587.46082
9/10/2017 22:20,21.73,86.8,0.294,0.058,0.119,40320.0,26595.842,16597.50766
4/15/2017 8:00,16.43,71.1,0.088,94.1,83.5,25185.27449,15320.16293,13102.54545
2/16/2017 8:30,14.32,60.48,0.083,68.05,68.38,27225.76271,16858.35866,12168.36181
12/11/2017 15:40,16.4,67.58,0.077,273.5,115.1,31659.31559,25774.77754,11432.41297
6/8/2017 16:20,24.73,56.51,0.071,453.2,168.5,35272.05298,22015.38462,18626.95385
9/15/2017 7:40,20.02,59.12,0.292,102.3,95.1,27869.73451,17835.34304,10602.16547
12/18/2017 23:00,13.28,84.9,0.083,0.048,0.13,31263.87833,26842.58975,12849.93998
9/17/2017 9:10,16.78,68.03,4.918,370.4,37.4,28277.52212,15111.01871,12920.28601
12/9/2017 5:20,6.747,86.2,0.082,0.066,0.163,21335.36122,17184.4124,9778.631453
9/23/2017 12:50,25.18,56.69,4.925,726.0,99.0,37369.9115,21555.09356,15038.36568
2/23/2017 18:50,14.68,72.3,4.916,10.76,10.88,44469.15254,26906.99088,25546.61307
9/9/2017 8:30,21.7,84.2,0.271,110.6,83.2,28118.23009,17101.8711,12514.32074
12/16/2017 19:10,15.35,75.5,0.08,0.055,0.111,38454.75285,31625.65204,15587.03481
8/15/2017 21:20,23.49,60.19,4.911,0.077,0.111,48899.26748,33300.95037,37551.34796
12/6/2017 20:10,11.84,61.78,0.087,0.04,0.13,38941.44487,33437.25069,16693.39736
9/8/2017 14:40,26.22,65.42,0.257,711.0,79.6,36229.38053,22569.23077,16226.84372
2/23/2017 12:10,17.53,54.44,0.081,693.6,743.0,38105.08475,19389.66565,16417.44724
9/9/2017 13:30,25.84,66.26,0.262,759.0,69.13,36745.48673,22281.08108,16050.33708
9/6/2017 18:10,24.5,77.8,0.311,139.9,88.0,33884.60177,20918.91892,17262.34934
12/12/2017 19:30,19.27,30.07,0.086,0.062,0.145,39355.13308,33304.69469,15771.42857
4/3/2017 18:00,15.58,83.2,0.075,54.42,48.92,33047.14747,18179.6334,19060.36364
5/24/2017 21:00,18.25,76.8,4.92,0.037,0.104,46671.7377,28246.43963,26427.20648
5/21/2017 8:40,19.15,73.8,0.07,176.0,155.4,27131.80328,12928.79257,14009.39271
6/21/2017 20:10,26.25,37.73,4.917,38.5,41.12,46029.13907,27808.31601,29272.61538
11/6/2017 1:50,18.94,77.8,0.068,0.051,0.089,23027.69231,16940.08264,10519.51807
1/24/2017 13:10,14.74,33.39,0.089,559.4,617.6,32749.36709,20327.05167,18789.39759
10/8/2017 6:50,13.71,75.4,4.917,0.059,0.104,22302.66958,11718.6722,8660.425532
12/21/2017 2:00,16.35,70.2,0.071,0.04,0.104,22278.327,17887.69561,9865.066026
8/8/2017 15:50,28.65,76.2,4.903,639.2,272.6,38619.48946,29655.33263,29359.74922
7/30/2017 10:50,28.28,53.86,4.907,712.0,168.3,36154.68439,24262.02532,26715.31381
4/19/2017 13:10,19.35,59.34,0.072,874.0,52.48,36283.65985,21347.04684,19415.27273
1/11/2017 13:30,18.5,47.35,0.084,414.6,162.1,33764.05063,19940.42553,17060.24096
1/22/2017 8:40,11.92,67.81,0.082,9.6,9.77,23125.06329,10759.87842,11809.15663
7/18/2017 9:20,28.06,40.02,4.922,536.0,60.73,35338.20598,24964.55696,25775.39749
12/14/2017 6:00,11.48,68.59,0.084,0.059,0.07,22673.76426,18708.80638,9208.163265
11/21/2017 1:10,14.0,56.57,0.086,0.033,0.078,23864.61538,19015.28926,10617.83133
1/29/2017 2:30,11.61,73.0,4.913,0.095,0.115,22298.73418,13272.94833,15313.73494
1/11/2017 19:00,16.33,59.85,0.084,0.04,0.104,43327.59494,25520.97264,25295.42169
9/21/2017 18:40,30.19,30.48,4.927,45.63,41.94,46156.46018,27849.48025,19939.3667
4/13/2017 12:50,17.12,81.8,0.075,474.2,322.4,35428.03014,18747.86151,20736.0
2/4/2017 3:10,13.01,68.26,0.081,0.066,0.074,22917.9661,13032.21884,14373.94975
7/15/2017 15:00,27.52,69.04,4.915,401.7,293.3,38221.39535,26065.82278,30324.35146
3/1/2017 14:20,21.66,51.8,0.085,664.5,40.17,33481.53191,19635.36585,17907.09677
10/19/2017 18:40,20.99,79.4,4.921,1.174,1.026,45632.56018,29681.3278,19071.61094
6/10/2017 21:00,20.83,61.42,0.078,0.102,0.104,45838.4106,24687.31809,27848.86154
2/13/2017 20:00,14.15,68.41,0.083,0.059,0.096,43706.44068,26013.37386,24932.98492
7/3/2017 13:40,26.39,71.7,4.922,479.9,343.9,37628.17276,25268.35443,25022.25941
8/10/2017 21:30,29.49,30.54,4.905,0.073,0.07,48918.44617,33673.49525,37304.5768
9/3/2017 12:10,25.28,37.78,4.926,830.0,150.2,32820.53097,18437.83784,16032.68641
6/8/2017 13:50,24.59,58.32,0.072,869.0,107.2,35691.65563,22307.27651,18296.12308
3/15/2017 13:10,19.22,39.45,0.087,688.0,103.7,38432.68085,22298.78049,17628.3871
3/13/2017 0:50,11.19,82.4,0.086,0.026,0.104,26299.91489,15585.36585,16664.51613
5/25/2017 5:20,14.14,89.0,4.919,0.055,0.141,20685.63934,12564.70588,11327.61134
4/11/2017 13:00,15.62,84.4,0.07,215.8,195.3,34262.38967,20151.93483,19072.0
10/28/2017 7:10,12.6,87.4,4.911,0.102,0.2,22920.26258,18403.3195,8263.586626
8/25/2017 21:30,23.95,84.9,4.919,0.095,0.111,47333.00777,29423.44245,30912.60188
4/10/2017 7:50,14.35,85.7,0.066,28.02,26.54,25203.87513,15921.38493,12584.72727
6/17/2017 21:20,20.98,84.3,0.073,0.059,0.119,45698.54305,26824.11642,28959.50769
1/24/2017 17:20,15.18,35.53,0.076,152.8,195.8,35270.88608,21271.73252,18430.84337
9/16/2017 0:30,23.69,54.75,0.296,0.091,0.107,29800.35398,17760.49896,14397.05822
12/24/2017 0:20,10.07,88.9,0.082,0.051,0.152,26743.72624,21595.58147,11778.15126
1/4/2017 14:00,17.65,53.72,0.084,485.9,38.87,32676.4557,21603.64742,16649.63855
11/10/2017 10:40,19.49,73.7,0.073,273.3,196.8,30141.53846,22979.75207,15637.59036
8/13/2017 20:40,22.4,50.82,4.906,0.084,0.126,47524.79467,31966.63147,37491.15987
11/10/2017 23:40,17.31,77.6,0.072,0.088,0.096,28301.53846,23135.95041,14232.28916
8/5/2017 21:40,25.94,85.0,4.907,0.059,0.17,49110.23307,33707.70855,37232.3511
4/20/2017 5:10,16.18,82.2,0.072,0.037,0.141,22990.39828,12680.65173,14871.27273
7/4/2017 8:00,24.53,82.7,4.916,219.0,185.0,24507.10963,21315.18987,17472.80335
10/2/2017 4:50,19.71,67.23,4.916,0.088,0.093,27073.26039,15912.44813,12716.35258
6/11/2017 7:50,20.83,57.15,0.078,301.2,293.3,21844.76821,10897.2973,11076.92308
6/24/2017 13:30,24.18,68.61,4.92,916.0,76.9,35793.37748,19687.73389,21031.38462
2/11/2017 14:30,14.58,62.8,0.076,278.7,276.5,34218.30508,20648.02432,17210.53266
10/25/2017 5:30,18.14,90.0,4.917,0.077,0.115,27256.01751,17682.57261,11169.84802
4/11/2017 5:10,14.74,85.7,0.07,0.051,0.148,23963.83208,13501.83299,15464.72727
2/18/2017 14:50,13.72,77.7,0.07,48.53,48.3,33949.83051,19681.45897,16897.92965
8/12/2017 13:20,31.52,23.91,4.904,797.0,122.8,39955.60488,28089.12355,27830.97179
5/14/2017 15:10,26.59,39.0,0.08,794.0,198.9,30871.08197,18070.58824,18078.70445
11/7/2017 17:20,21.53,64.24,0.071,143.2,73.4,33753.84615,28368.59504,15007.22892
10/28/2017 2:50,13.99,86.0,4.915,0.055,0.163,22661.88184,17626.55602,10457.87234
2/28/2017 4:30,13.26,67.39,0.082,0.066,0.096,22356.61017,13148.93617,13974.51256
4/3/2017 0:50,14.85,87.1,0.076,0.029,0.126,25507.68568,13685.13238,16576.0
9/27/2017 16:00,23.32,70.7,4.93,195.7,168.3,35751.50442,22352.18295,13902.83963
5/10/2017 18:10,20.6,74.9,4.918,292.6,312.1,34811.80328,21533.12693,17857.16599
6/3/2017 17:00,23.12,66.86,0.069,530.6,104.4,37331.92053,21124.74012,19347.69231
11/4/2017 3:10,14.72,87.1,0.079,0.04,0.119,22338.46154,17795.45455,10704.57831
5/23/2017 10:10,16.85,73.1,0.069,173.7,138.8,34774.03279,21715.17028,16102.34818
12/11/2017 22:20,16.08,58.74,0.085,0.037,0.134,34761.97719,28731.51273,14083.07323
1/1/2017 16:20,15.54,58.3,0.076,241.3,246.0,28556.96203,17325.22796,16192.77108
7/5/2017 4:00,24.07,85.9,4.914,0.073,0.159,27441.3289,17946.83544,20003.34728
10/26/2017 5:30,20.44,64.04,0.088,0.04,0.115,24949.49672,19915.76763,11006.44377
5/4/2017 7:40,17.85,79.7,0.075,62.6,52.89,25885.37705,17962.8483,12021.37652
12/21/2017 1:40,16.33,70.6,0.073,0.051,0.111,22728.51711,18388.46272,10233.85354
6/14/2017 23:30,18.91,63.63,0.08,0.07,0.089,42100.13245,26225.36383,25550.76923
8/28/2017 8:20,24.24,92.5,4.92,57.92,42.16,30411.00999,18969.37698,15498.4326
6/22/2017 16:50,27.84,28.62,4.924,605.1,38.02,37319.2053,22977.13098,20405.16923
7/14/2017 12:10,27.34,68.7,4.913,859.0,100.0,36811.69435,27630.37975,29233.80753
7/19/2017 21:30,27.61,56.65,4.914,0.106,0.063,49371.42857,30698.73418,42507.11297
8/15/2017 19:20,26.2,45.92,4.903,79.9,93.0,48221.62042,32586.27244,38821.31661
11/26/2017 11:20,17.77,52.72,4.927,434.8,38.76,29360.0,21179.75207,9854.457831
1/17/2017 14:00,13.99,47.85,0.087,527.2,577.6,33879.49367,19272.94833,18182.16867
7/14/2017 14:50,27.78,66.87,4.916,829.0,83.6,40428.43854,23927.8481,28311.96653
9/17/2017 9:40,18.47,61.33,4.919,455.5,40.96,29793.9823,15956.75676,13296.8335
11/18/2017 11:10,18.56,74.0,4.917,440.3,75.8,29569.23077,21317.35537,18124.33735
2/7/2017 16:20,10.43,80.3,0.071,119.7,115.2,31405.42373,19276.59574,15543.31658
9/9/2017 21:30,24.19,64.62,0.273,0.091,0.078,42926.0177,24863.20166,21786.80286
4/20/2017 12:10,15.85,85.4,0.068,96.5,80.4,16814.98385,21471.69043,19450.18182
2/27/2017 11:20,15.85,59.85,0.082,595.5,80.3,33425.08475,20866.8693,15699.61809
2/24/2017 22:30,12.26,61.32,0.086,0.044,0.104,37415.59322,22686.93009,22941.58794
12/4/2017 7:20,12.51,78.5,4.917,0.055,0.141,22253.9924,18064.43694,7006.962785
4/27/2017 7:30,11.67,78.1,0.078,180.1,166.4,24887.66416,16240.32587,12532.36364
12/7/2017 22:50,10.29,75.7,0.083,0.055,0.126,32030.41825,27590.0583,13973.58944
3/6/2017 12:10,15.23,60.18,0.074,709.0,71.9,36318.6383,21658.53659,16292.90323
7/7/2017 21:40,30.95,35.41,4.92,0.066,0.115,45741.92691,28986.07595,34710.62762
3/15/2017 4:30,8.76,88.9,0.082,0.022,0.126,23003.23404,13558.53659,13970.32258
9/23/2017 13:30,25.59,57.65,4.926,730.0,112.0,36955.75221,21884.40748,14955.99591
12/19/2017 3:50,12.42,86.1,0.085,0.044,0.171,21311.02662,16753.6054,9167.827131
1/27/2017 1:30,9.07,85.0,0.088,0.055,0.156,24826.32911,15530.69909,15458.31325
5/26/2017 6:30,16.41,90.0,4.917,19.18,15.83,21692.85246,13924.4582,10703.80567
11/22/2017 15:10,15.75,48.92,4.923,202.4,165.9,29673.84615,24861.57025,10583.13253
3/10/2017 21:20,17.39,54.24,0.085,0.066,0.119,41741.61702,24519.5122,25391.6129
12/8/2017 19:40,13.31,65.22,0.083,0.062,0.063,38363.4981,32848.11292,16169.02761
5/1/2017 6:30,15.42,75.4,0.079,4.726,4.114,18595.67213,11026.62539,10441.45749
9/6/2017 9:30,23.73,77.0,0.283,294.2,134.1,28780.88496,19175.05198,14291.15424
11/12/2017 18:00,19.82,68.05,0.073,20.53,20.73,36455.38462,28766.52893,20316.14458
1/15/2017 0:40,11.97,85.3,0.085,0.07,0.13,23489.62025,18703.95137,17297.3494
4/17/2017 4:30,11.79,83.7,0.082,0.029,0.13,25036.46932,13520.16293,16290.90909
11/29/2017 7:20,16.42,66.35,4.918,0.055,0.089,22627.69231,18918.59504,7697.349398
11/12/2017 1:40,16.42,75.1,0.07,0.073,0.067,23421.53846,17442.14876,11040.0
3/19/2017 17:20,14.22,58.23,0.082,66.95,62.72,29143.14894,16064.63415,15294.19355
6/25/2017 17:10,24.31,66.98,4.919,537.6,51.22,36848.74172,21106.02911,23731.2
6/12/2017 14:10,22.77,41.31,0.083,546.2,311.9,37230.19868,20720.58212,18107.07692
3/1/2017 1:20,12.2,86.0,0.097,0.048,0.152,24669.95745,15343.90244,14980.64516
4/19/2017 18:50,17.59,76.2,0.07,101.3,103.5,38639.74166,21222.40326,24017.45455
12/23/2017 9:50,9.28,86.0,0.087,106.1,92.6,27930.03802,22405.6459,8459.063625
12/10/2017 18:50,12.98,74.0,0.076,0.055,0.082,37487.45247,31040.19638,15938.53541
12/14/2017 3:10,12.0,63.92,0.089,0.066,0.104,20988.59316,17081.31329,8833.613445
7/21/2017 8:40,28.55,38.95,0.075,352.8,285.2,31530.09967,22678.48101,24046.19247
4/30/2017 11:20,23.73,46.11,4.925,792.0,48.5,31943.50915,18238.28921,18030.54545
10/17/2017 6:30,18.61,92.9,0.067,0.073,0.1,26266.60832,17167.21992,9629.179331
2/10/2017 22:10,10.89,79.9,4.914,0.044,0.159,38068.47458,23095.44073,23630.47236
3/31/2017 19:40,18.01,81.5,0.071,2.381,2.209,43579.91489,25602.43902,24903.87097
6/12/2017 4:10,17.91,66.89,0.082,0.051,0.122,28431.25828,17749.27235,17150.03077
2/14/2017 2:20,11.0,74.0,0.086,0.059,0.1,22917.9661,13623.1003,14663.39698
9/7/2017 3:10,22.45,87.8,0.321,0.102,0.156,27755.04425,16723.90852,14679.46885
1/18/2017 9:50,13.36,50.48,0.08,32.02,33.12,31850.12658,20491.18541,15354.21687
4/26/2017 23:30,15.48,67.77,0.084,0.044,0.096,31633.49839,17604.07332,20573.09091
10/25/2017 21:20,20.86,70.6,0.083,0.048,0.085,37017.76805,30237.75934,18523.03951
8/20/2017 3:30,24.34,91.7,4.922,0.073,0.115,29151.60932,19870.32735,21806.1442
10/20/2017 8:40,17.51,89.0,4.915,180.3,30.26,30123.41357,20621.57676,9226.504559
1/30/2017 12:50,17.84,63.82,4.916,658.0,458.4,34875.94937,21147.72036,17193.25301
2/9/2017 21:00,13.55,63.24,4.911,0.066,0.1,41296.27119,25105.16717,25083.49749
9/26/2017 20:10,21.96,69.29,4.987,0.091,0.085,47889.55752,27774.63617,20621.85904
9/10/2017 19:50,23.45,81.6,0.26,0.121,0.133,44652.74336,28747.60915,18415.52605
6/28/2017 16:10,27.75,50.17,4.921,672.1,97.8,33523.70861,21618.71102,22537.84615
6/13/2017 8:10,19.6,49.42,0.078,364.7,358.2,26371.39073,15361.74636,12039.87692
4/2/2017 23:50,14.92,87.2,0.074,0.051,0.115,29389.02045,15965.37678,19549.09091
1/7/2017 14:50,14.84,65.68,0.074,138.4,138.7,31837.97468,20297.87234,17655.90361
11/16/2017 23:30,14.1,76.2,0.085,0.055,0.089,29520.0,24467.35537,15602.89157
3/13/2017 7:50,8.64,87.8,0.083,22.48,19.83,24020.42553,14674.39024,11380.64516
12/3/2017 1:30,14.4,69.56,0.085,0.04,0.13,23336.88213,17872.96717,10948.37935
8/31/2017 5:10,21.73,72.7,4.915,0.08,0.122,24267.43618,14434.21331,13157.11599
10/8/2017 14:10,22.4,59.73,4.92,649.2,59.06,34459.16849,19542.32365,13941.8845
11/5/2017 22:00,19.37,74.5,0.067,0.066,0.096,34240.0,27468.59504,15787.95181
7/19/2017 19:20,30.84,42.58,4.908,122.5,124.1,42514.28571,26810.12658,37000.16736
1/28/2017 20:40,13.79,69.59,4.916,0.07,0.141,42148.86076,25364.13374,25885.3012
3/11/2017 23:50,13.69,80.0,0.079,0.04,0.141,32452.08511,19082.92683,20717.41935
9/20/2017 11:10,22.33,91.1,4.916,225.7,192.5,37255.22124,22722.66112,13249.76507
12/19/2017 9:30,10.66,86.8,0.088,183.8,104.0,28477.56654,22033.75268,7957.743097
8/4/2017 21:20,25.71,82.2,4.906,0.062,0.119,49148.59046,33654.48786,37027.7116
1/19/2017 11:00,10.44,70.0,0.087,156.8,159.2,33387.34177,21727.65957,16603.37349
8/5/2017 3:20,25.18,84.0,4.906,0.048,0.141,30033.82908,21276.87434,21595.48589
5/7/2017 17:20,25.46,41.14,0.082,461.4,496.6,28856.65574,17004.33437,16510.44534
3/31/2017 9:00,16.93,78.8,0.078,346.1,310.9,30221.61702,18534.14634,12954.19355
4/10/2017 15:40,15.84,86.6,0.073,691.9,724.0,34144.58558,19635.03055,18018.90909
6/14/2017 10:00,20.77,53.85,0.079,174.6,141.5,28863.57616,19930.97713,15749.90769
7/22/2017 14:50,31.71,54.56,4.909,792.0,83.6,38138.47176,25989.87342,31396.82008
4/21/2017 2:30,15.77,90.4,0.073,0.059,0.137,21372.14209,15177.18941,15778.90909
1/31/2017 6:50,16.2,73.1,4.912,0.033,0.111,23890.63291,13889.3617,14029.87952
3/7/2017 6:50,8.28,87.9,0.074,0.055,0.108,22084.08511,13606.09756,10579.35484
1/19/2017 12:20,10.48,66.31,0.085,246.0,245.7,34809.11392,22865.6535,17598.07229
6/29/2017 1:00,21.74,82.3,4.912,0.066,0.104,32303.04636,20540.95634,23731.2
6/24/2017 6:40,18.59,77.5,4.922,25.59,20.33,23319.7351,12427.85863,12488.86154
8/14/2017 21:10,23.24,52.46,4.906,0.084,0.082,48221.62042,32783.94931,35697.55486
3/10/2017 23:50,13.77,71.7,0.081,0.037,0.13,31275.57447,18160.97561,18940.64516
10/20/2017 2:20,19.47,88.8,4.922,0.066,0.111,25396.93654,16734.0249,10878.05471
7/27/2017 9:50,30.9,29.61,4.911,583.5,90.3,39044.25249,28082.27848,28763.84937
7/6/2017 20:00,27.98,66.37,4.919,37.27,35.37,46271.36213,29905.06329,35933.72385
3/22/2017 1:10,11.08,87.3,0.069,0.084,0.122,25429.78723,15728.04878,15207.09677
1/11/2017 10:00,10.42,64.57,0.085,218.6,56.99,29176.70886,17766.56535,14186.0241
10/16/2017 3:50,19.58,89.7,0.274,0.029,0.185,26102.75711,16024.48133,11835.13678
11/18/2017 7:30,11.4,86.7,4.916,0.113,0.182,19821.53846,13046.28099,9761.927711
1/28/2017 0:50,10.75,69.04,0.087,0.044,0.141,27031.89873,17285.10638,16892.53012
4/6/2017 13:00,14.98,65.79,0.075,137.9,126.9,35378.42842,20390.22403,19636.36364
7/3/2017 7:10,23.8,87.3,4.915,103.1,84.1,25074.81728,16758.22785,16291.88285
10/16/2017 11:20,23.15,68.9,0.068,124.8,104.5,36564.02626,23329.04564,11992.70517
1/6/2017 21:10,12.61,77.3,0.088,0.026,0.148,41061.26582,26283.28267,25347.46988
4/25/2017 18:50,18.33,66.03,0.08,159.0,143.2,38850.54898,18069.65377,23127.27273
6/23/2017 2:30,18.84,76.7,4.915,0.088,0.122,41833.11258,25349.68815,25509.41538
12/8/2017 23:10,9.54,78.3,0.083,0.073,0.163,31075.28517,26765.26542,13155.34214
10/7/2017 1:00,17.48,62.39,4.915,0.084,0.093,28522.71335,17282.98755,13679.27052
10/12/2017 4:50,18.21,77.2,0.079,0.059,0.115,27287.52735,16349.37759,12978.96657
6/27/2017 23:50,20.98,83.1,4.915,0.037,0.107,37083.97351,22685.23909,27724.8
8/17/2017 9:50,24.94,58.59,0.071,561.1,40.51,37424.01776,26811.82682,23954.85893
9/15/2017 14:30,29.49,32.88,0.324,718.0,39.61,36038.23009,23557.17256,14308.8049
1/8/2017 14:40,15.68,59.2,0.077,167.3,99.8,32141.77215,16898.48024,17551.80723
11/8/2017 14:10,22.11,58.54,0.074,288.5,125.2,30929.23077,25319.00826,17158.55422
7/13/2017 11:30,27.27,67.77,4.906,813.0,103.6,41398.00664,29046.83544,25612.71967
2/16/2017 22:10,12.97,63.48,0.084,0.081,0.082,39258.30508,24222.4924,23989.38693
11/8/2017 17:20,20.68,74.4,0.067,103.8,119.2,34049.23077,28699.58678,23155.66265
11/26/2017 3:10,13.16,73.3,4.918,0.08,0.089,22264.61538,16374.79339,9819.759036
9/10/2017 18:00,26.05,59.72,0.259,190.5,78.7,32623.00885,20690.64449,13532.17569
5/22/2017 18:30,18.78,78.5,0.075,32.6,26.37,35995.27869,22302.16718,18276.92308
7/28/2017 14:10,35.92,28.78,4.908,828.0,98.0,41589.36877,30098.73418,32842.84519
10/16/2017 21:20,20.08,90.3,0.069,0.073,0.1,42443.76368,26350.20747,18178.7234
12/12/2017 16:30,20.47,27.84,0.086,157.1,159.3,31300.38023,25789.50598,9254.261705
7/27/2017 8:50,27.41,37.91,4.908,404.1,97.4,34732.22591,25207.59494,25889.87448
2/20/2017 15:00,13.64,80.9,0.075,330.6,333.7,36006.10169,23649.84802,17754.69347
7/11/2017 9:00,26.14,62.86,4.907,461.6,407.6,33832.82392,23278.48101,23383.43096
6/8/2017 4:10,20.11,87.2,0.074,0.037,0.122,28329.53642,18591.26819,17339.07692
